Volatility 3 Framework 2.28.1

PID	Process	Value	Privilege	Attributes	Description
4384	svchost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
4384	svchost.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
4384	svchost.exe	26	SeSyncAgentPrivilege		Synch directory service data
4384	svchost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
4384	svchost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
4384	svchost.exe	29	SeImpersonatePrivilege		Impersonate a client after authentication
4384	svchost.exe	30	SeCreateGlobalPrivilege	Default	Create global objects
4384	svchost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
4384	svchost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
4384	svchost.exe	33	SeIncreaseWorkingSetPrivilege	Present	Allocate more memory for user applications
4384	svchost.exe	34	SeTimeZonePrivilege	Present	Adjust the time zone of the computer's internal clock
4384	svchost.exe	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
4384	svchost.exe	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
4476	svchost.exe	2	SeCreateTokenPrivilege		Create a token object
4476	svchost.exe	3	SeAssignPrimaryTokenPrivilege	Present	Replace a process-level token
4476	svchost.exe	4	SeLockMemoryPrivilege	Default	Lock pages in memory
4476	svchost.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
4476	svchost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
4476	svchost.exe	7	SeTcbPrivilege	Present,Enabled,Default	Act as part of the operating system
4476	svchost.exe	8	SeSecurityPrivilege		Manage auditing and security log
4476	svchost.exe	9	SeTakeOwnershipPrivilege	Present	Take ownership of files/objects
4476	svchost.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
4476	svchost.exe	11	SeSystemProfilePrivilege	Default	Profile system performance
4476	svchost.exe	12	SeSystemtimePrivilege		Change the system time
4476	svchost.exe	13	SeProfileSingleProcessPrivilege	Default	Profile a single process
4476	svchost.exe	14	SeIncreaseBasePriorityPrivilege	Default	Increase scheduling priority
4476	svchost.exe	15	SeCreatePagefilePrivilege	Default	Create a pagefile
4476	svchost.exe	16	SeCreatePermanentPrivilege	Default	Create permanent shared objects
4476	svchost.exe	17	SeBackupPrivilege		Backup files and directories
4476	svchost.exe	18	SeRestorePrivilege		Restore files and directories
4476	svchost.exe	19	SeShutdownPrivilege		Shut down the system
4476	svchost.exe	20	SeDebugPrivilege	Present,Enabled,Default	Debug programs
4476	svchost.exe	21	SeAuditPrivilege	Default	Generate security audits
4476	svchost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
4476	svchost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
4476	svchost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
4476	svchost.exe	25	SeUndockPrivilege		Remove computer from docking station
4476	svchost.exe	26	SeSyncAgentPrivilege		Synch directory service data
4476	svchost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
4476	svchost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
4476	svchost.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
4476	svchost.exe	30	SeCreateGlobalPrivilege	Default	Create global objects
4476	svchost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
4476	svchost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
4476	svchost.exe	33	SeIncreaseWorkingSetPrivilege	Default	Allocate more memory for user applications
4476	svchost.exe	34	SeTimeZonePrivilege	Default	Adjust the time zone of the computer's internal clock
4476	svchost.exe	35	SeCreateSymbolicLinkPrivilege	Default	Required to create a symbolic link
4476	svchost.exe	36	SeDelegateSessionUserImpersonatePrivilege	Default	Obtain an impersonation token for another user in the same session.
4584	taskhostw.exe	2	SeCreateTokenPrivilege		Create a token object
4584	taskhostw.exe	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
4584	taskhostw.exe	4	SeLockMemoryPrivilege		Lock pages in memory
4584	taskhostw.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
4584	taskhostw.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
4584	taskhostw.exe	7	SeTcbPrivilege		Act as part of the operating system
4584	taskhostw.exe	8	SeSecurityPrivilege		Manage auditing and security log
4584	taskhostw.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
4584	taskhostw.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
4584	taskhostw.exe	11	SeSystemProfilePrivilege		Profile system performance
4584	taskhostw.exe	12	SeSystemtimePrivilege		Change the system time
4584	taskhostw.exe	13	SeProfileSingleProcessPrivilege		Profile a single process
4584	taskhostw.exe	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
4584	taskhostw.exe	15	SeCreatePagefilePrivilege		Create a pagefile
4584	taskhostw.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
4584	taskhostw.exe	17	SeBackupPrivilege		Backup files and directories
4584	taskhostw.exe	18	SeRestorePrivilege		Restore files and directories
4584	taskhostw.exe	19	SeShutdownPrivilege	Present	Shut down the system
4584	taskhostw.exe	20	SeDebugPrivilege		Debug programs
4584	taskhostw.exe	21	SeAuditPrivilege		Generate security audits
4584	taskhostw.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
4584	taskhostw.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
4584	taskhostw.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
4584	taskhostw.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
4584	taskhostw.exe	26	SeSyncAgentPrivilege		Synch directory service data
4584	taskhostw.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
4584	taskhostw.exe	28	SeManageVolumePrivilege		Manage the files on a volume
4584	taskhostw.exe	29	SeImpersonatePrivilege		Impersonate a client after authentication
4584	taskhostw.exe	30	SeCreateGlobalPrivilege	Default	Create global objects
4584	taskhostw.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
4584	taskhostw.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
4584	taskhostw.exe	33	SeIncreaseWorkingSetPrivilege	Present	Allocate more memory for user applications
4584	taskhostw.exe	34	SeTimeZonePrivilege	Present	Adjust the time zone of the computer's internal clock
4584	taskhostw.exe	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
4584	taskhostw.exe	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
4644	MicrosoftEdgeU	2	SeCreateTokenPrivilege		Create a token object
4644	MicrosoftEdgeU	3	SeAssignPrimaryTokenPrivilege	Present	Replace a process-level token
4644	MicrosoftEdgeU	4	SeLockMemoryPrivilege	Present,Enabled,Default	Lock pages in memory
4644	MicrosoftEdgeU	5	SeIncreaseQuotaPrivilege	Present	Increase quotas
4644	MicrosoftEdgeU	6	SeMachineAccountPrivilege		Add workstations to the domain
4644	MicrosoftEdgeU	7	SeTcbPrivilege	Present,Enabled,Default	Act as part of the operating system
4644	MicrosoftEdgeU	8	SeSecurityPrivilege	Present	Manage auditing and security log
4644	MicrosoftEdgeU	9	SeTakeOwnershipPrivilege	Present	Take ownership of files/objects
4644	MicrosoftEdgeU	10	SeLoadDriverPrivilege	Present	Load and unload device drivers
4644	MicrosoftEdgeU	11	SeSystemProfilePrivilege	Present,Enabled,Default	Profile system performance
4644	MicrosoftEdgeU	12	SeSystemtimePrivilege	Present	Change the system time
4644	MicrosoftEdgeU	13	SeProfileSingleProcessPrivilege	Present,Enabled,Default	Profile a single process
4644	MicrosoftEdgeU	14	SeIncreaseBasePriorityPrivilege	Present,Enabled,Default	Increase scheduling priority
4644	MicrosoftEdgeU	15	SeCreatePagefilePrivilege	Present,Enabled,Default	Create a pagefile
4644	MicrosoftEdgeU	16	SeCreatePermanentPrivilege	Present,Enabled,Default	Create permanent shared objects
4644	MicrosoftEdgeU	17	SeBackupPrivilege	Present	Backup files and directories
4644	MicrosoftEdgeU	18	SeRestorePrivilege	Present	Restore files and directories
4644	MicrosoftEdgeU	19	SeShutdownPrivilege	Present	Shut down the system
4644	MicrosoftEdgeU	20	SeDebugPrivilege	Present,Enabled,Default	Debug programs
4644	MicrosoftEdgeU	21	SeAuditPrivilege	Present,Enabled,Default	Generate security audits
4644	MicrosoftEdgeU	22	SeSystemEnvironmentPrivilege	Present	Edit firmware environment values
4644	MicrosoftEdgeU	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
4644	MicrosoftEdgeU	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
4644	MicrosoftEdgeU	25	SeUndockPrivilege	Present	Remove computer from docking station
4644	MicrosoftEdgeU	26	SeSyncAgentPrivilege		Synch directory service data
4644	MicrosoftEdgeU	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
4644	MicrosoftEdgeU	28	SeManageVolumePrivilege	Present	Manage the files on a volume
4644	MicrosoftEdgeU	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
4644	MicrosoftEdgeU	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
4644	MicrosoftEdgeU	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
4644	MicrosoftEdgeU	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
4644	MicrosoftEdgeU	33	SeIncreaseWorkingSetPrivilege	Present,Enabled,Default	Allocate more memory for user applications
4644	MicrosoftEdgeU	34	SeTimeZonePrivilege	Present,Enabled,Default	Adjust the time zone of the computer's internal clock
4644	MicrosoftEdgeU	35	SeCreateSymbolicLinkPrivilege	Present,Enabled,Default	Required to create a symbolic link
4644	MicrosoftEdgeU	36	SeDelegateSessionUserImpersonatePrivilege	Present,Enabled,Default	Obtain an impersonation token for another user in the same session.
4780	svchost.exe	2	SeCreateTokenPrivilege		Create a token object
4780	svchost.exe	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
4780	svchost.exe	4	SeLockMemoryPrivilege		Lock pages in memory
4780	svchost.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
4780	svchost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
4780	svchost.exe	7	SeTcbPrivilege		Act as part of the operating system
4780	svchost.exe	8	SeSecurityPrivilege		Manage auditing and security log
4780	svchost.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
4780	svchost.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
4780	svchost.exe	11	SeSystemProfilePrivilege		Profile system performance
4780	svchost.exe	12	SeSystemtimePrivilege		Change the system time
4780	svchost.exe	13	SeProfileSingleProcessPrivilege		Profile a single process
4780	svchost.exe	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
4780	svchost.exe	15	SeCreatePagefilePrivilege		Create a pagefile
4780	svchost.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
4780	svchost.exe	17	SeBackupPrivilege		Backup files and directories
4780	svchost.exe	18	SeRestorePrivilege		Restore files and directories
4780	svchost.exe	19	SeShutdownPrivilege		Shut down the system
4780	svchost.exe	20	SeDebugPrivilege		Debug programs
4780	svchost.exe	21	SeAuditPrivilege		Generate security audits
4780	svchost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
4780	svchost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
4780	svchost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
4780	svchost.exe	25	SeUndockPrivilege		Remove computer from docking station
4780	svchost.exe	26	SeSyncAgentPrivilege		Synch directory service data
4780	svchost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
4780	svchost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
4780	svchost.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
4780	svchost.exe	30	SeCreateGlobalPrivilege	Default	Create global objects
4780	svchost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
4780	svchost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
4780	svchost.exe	33	SeIncreaseWorkingSetPrivilege		Allocate more memory for user applications
4780	svchost.exe	34	SeTimeZonePrivilege		Adjust the time zone of the computer's internal clock
4780	svchost.exe	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
4780	svchost.exe	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
4948	userinit.exe	2	SeCreateTokenPrivilege		Create a token object
4948	userinit.exe	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
4948	userinit.exe	4	SeLockMemoryPrivilege		Lock pages in memory
4948	userinit.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
4948	userinit.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
4948	userinit.exe	7	SeTcbPrivilege		Act as part of the operating system
4948	userinit.exe	8	SeSecurityPrivilege		Manage auditing and security log
4948	userinit.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
4948	userinit.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
4948	userinit.exe	11	SeSystemProfilePrivilege		Profile system performance
4948	userinit.exe	12	SeSystemtimePrivilege		Change the system time
4948	userinit.exe	13	SeProfileSingleProcessPrivilege		Profile a single process
4948	userinit.exe	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
4948	userinit.exe	15	SeCreatePagefilePrivilege		Create a pagefile
4948	userinit.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
4948	userinit.exe	17	SeBackupPrivilege		Backup files and directories
4948	userinit.exe	18	SeRestorePrivilege		Restore files and directories
4948	userinit.exe	19	SeShutdownPrivilege	Present	Shut down the system
4948	userinit.exe	20	SeDebugPrivilege		Debug programs
4948	userinit.exe	21	SeAuditPrivilege		Generate security audits
4948	userinit.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
4948	userinit.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
4948	userinit.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
4948	userinit.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
4948	userinit.exe	26	SeSyncAgentPrivilege		Synch directory service data
4948	userinit.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
4948	userinit.exe	28	SeManageVolumePrivilege		Manage the files on a volume
4948	userinit.exe	29	SeImpersonatePrivilege		Impersonate a client after authentication
4948	userinit.exe	30	SeCreateGlobalPrivilege	Default	Create global objects
4948	userinit.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
4948	userinit.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
4948	userinit.exe	33	SeIncreaseWorkingSetPrivilege	Present	Allocate more memory for user applications
4948	userinit.exe	34	SeTimeZonePrivilege	Present	Adjust the time zone of the computer's internal clock
4948	userinit.exe	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
4948	userinit.exe	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
4968	explorer.exe	2	SeCreateTokenPrivilege		Create a token object
4968	explorer.exe	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
4968	explorer.exe	4	SeLockMemoryPrivilege		Lock pages in memory
4968	explorer.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
4968	explorer.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
4968	explorer.exe	7	SeTcbPrivilege		Act as part of the operating system
4968	explorer.exe	8	SeSecurityPrivilege		Manage auditing and security log
4968	explorer.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
4968	explorer.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
4968	explorer.exe	11	SeSystemProfilePrivilege		Profile system performance
4968	explorer.exe	12	SeSystemtimePrivilege		Change the system time
4968	explorer.exe	13	SeProfileSingleProcessPrivilege		Profile a single process
4968	explorer.exe	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
4968	explorer.exe	15	SeCreatePagefilePrivilege		Create a pagefile
4968	explorer.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
4968	explorer.exe	17	SeBackupPrivilege		Backup files and directories
4968	explorer.exe	18	SeRestorePrivilege		Restore files and directories
4968	explorer.exe	19	SeShutdownPrivilege	Present	Shut down the system
4968	explorer.exe	20	SeDebugPrivilege		Debug programs
4968	explorer.exe	21	SeAuditPrivilege		Generate security audits
4968	explorer.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
4968	explorer.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
4968	explorer.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
4968	explorer.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
4968	explorer.exe	26	SeSyncAgentPrivilege		Synch directory service data
4968	explorer.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
4968	explorer.exe	28	SeManageVolumePrivilege		Manage the files on a volume
4968	explorer.exe	29	SeImpersonatePrivilege		Impersonate a client after authentication
4968	explorer.exe	30	SeCreateGlobalPrivilege	Default	Create global objects
4968	explorer.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
4968	explorer.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
4968	explorer.exe	33	SeIncreaseWorkingSetPrivilege	Present	Allocate more memory for user applications
4968	explorer.exe	34	SeTimeZonePrivilege	Present	Adjust the time zone of the computer's internal clock
4968	explorer.exe	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
4968	explorer.exe	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
5112	ShellHost.exe	2	SeCreateTokenPrivilege		Create a token object
5112	ShellHost.exe	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
5112	ShellHost.exe	4	SeLockMemoryPrivilege		Lock pages in memory
5112	ShellHost.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
5112	ShellHost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
5112	ShellHost.exe	7	SeTcbPrivilege		Act as part of the operating system
5112	ShellHost.exe	8	SeSecurityPrivilege		Manage auditing and security log
5112	ShellHost.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
5112	ShellHost.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
5112	ShellHost.exe	11	SeSystemProfilePrivilege		Profile system performance
5112	ShellHost.exe	12	SeSystemtimePrivilege		Change the system time
5112	ShellHost.exe	13	SeProfileSingleProcessPrivilege		Profile a single process
5112	ShellHost.exe	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
5112	ShellHost.exe	15	SeCreatePagefilePrivilege		Create a pagefile
5112	ShellHost.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
5112	ShellHost.exe	17	SeBackupPrivilege		Backup files and directories
5112	ShellHost.exe	18	SeRestorePrivilege		Restore files and directories
5112	ShellHost.exe	19	SeShutdownPrivilege	Present	Shut down the system
5112	ShellHost.exe	20	SeDebugPrivilege		Debug programs
5112	ShellHost.exe	21	SeAuditPrivilege		Generate security audits
5112	ShellHost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
5112	ShellHost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
5112	ShellHost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
5112	ShellHost.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
5112	ShellHost.exe	26	SeSyncAgentPrivilege		Synch directory service data
5112	ShellHost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
5112	ShellHost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
5112	ShellHost.exe	29	SeImpersonatePrivilege		Impersonate a client after authentication
5112	ShellHost.exe	30	SeCreateGlobalPrivilege	Default	Create global objects
5112	ShellHost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
5112	ShellHost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
5112	ShellHost.exe	33	SeIncreaseWorkingSetPrivilege	Present	Allocate more memory for user applications
5112	ShellHost.exe	34	SeTimeZonePrivilege	Present	Adjust the time zone of the computer's internal clock
5112	ShellHost.exe	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
5112	ShellHost.exe	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
4684	svchost.exe	2	SeCreateTokenPrivilege		Create a token object
4684	svchost.exe	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
4684	svchost.exe	4	SeLockMemoryPrivilege		Lock pages in memory
4684	svchost.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
4684	svchost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
4684	svchost.exe	7	SeTcbPrivilege		Act as part of the operating system
4684	svchost.exe	8	SeSecurityPrivilege		Manage auditing and security log
4684	svchost.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
4684	svchost.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
4684	svchost.exe	11	SeSystemProfilePrivilege		Profile system performance
4684	svchost.exe	12	SeSystemtimePrivilege		Change the system time
4684	svchost.exe	13	SeProfileSingleProcessPrivilege		Profile a single process
4684	svchost.exe	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
4684	svchost.exe	15	SeCreatePagefilePrivilege		Create a pagefile
4684	svchost.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
4684	svchost.exe	17	SeBackupPrivilege		Backup files and directories
4684	svchost.exe	18	SeRestorePrivilege		Restore files and directories
4684	svchost.exe	19	SeShutdownPrivilege	Present	Shut down the system
4684	svchost.exe	20	SeDebugPrivilege		Debug programs
4684	svchost.exe	21	SeAuditPrivilege		Generate security audits
4684	svchost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
4684	svchost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
4684	svchost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
4684	svchost.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
4684	svchost.exe	26	SeSyncAgentPrivilege		Synch directory service data
4684	svchost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
4684	svchost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
4684	svchost.exe	29	SeImpersonatePrivilege		Impersonate a client after authentication
4684	svchost.exe	30	SeCreateGlobalPrivilege	Default	Create global objects
4684	svchost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
4684	svchost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
4684	svchost.exe	33	SeIncreaseWorkingSetPrivilege	Present	Allocate more memory for user applications
4684	svchost.exe	34	SeTimeZonePrivilege	Present	Adjust the time zone of the computer's internal clock
4684	svchost.exe	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
4684	svchost.exe	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
1184	svchost.exe	2	SeCreateTokenPrivilege		Create a token object
1184	svchost.exe	3	SeAssignPrimaryTokenPrivilege	Present	Replace a process-level token
1184	svchost.exe	4	SeLockMemoryPrivilege	Default	Lock pages in memory
1184	svchost.exe	5	SeIncreaseQuotaPrivilege	Present	Increase quotas
1184	svchost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
1184	svchost.exe	7	SeTcbPrivilege	Present,Enabled,Default	Act as part of the operating system
1184	svchost.exe	8	SeSecurityPrivilege		Manage auditing and security log
1184	svchost.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
1184	svchost.exe	10	SeLoadDriverPrivilege	Present	Load and unload device drivers
1184	svchost.exe	11	SeSystemProfilePrivilege	Default	Profile system performance
1184	svchost.exe	12	SeSystemtimePrivilege		Change the system time
1184	svchost.exe	13	SeProfileSingleProcessPrivilege	Default	Profile a single process
1184	svchost.exe	14	SeIncreaseBasePriorityPrivilege	Default	Increase scheduling priority
1184	svchost.exe	15	SeCreatePagefilePrivilege	Default	Create a pagefile
1184	svchost.exe	16	SeCreatePermanentPrivilege	Present,Enabled,Default	Create permanent shared objects
1184	svchost.exe	17	SeBackupPrivilege	Present	Backup files and directories
1184	svchost.exe	18	SeRestorePrivilege	Present	Restore files and directories
1184	svchost.exe	19	SeShutdownPrivilege		Shut down the system
1184	svchost.exe	20	SeDebugPrivilege	Present,Enabled,Default	Debug programs
1184	svchost.exe	21	SeAuditPrivilege	Present,Enabled,Default	Generate security audits
1184	svchost.exe	22	SeSystemEnvironmentPrivilege	Present	Edit firmware environment values
1184	svchost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
1184	svchost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
1184	svchost.exe	25	SeUndockPrivilege		Remove computer from docking station
1184	svchost.exe	26	SeSyncAgentPrivilege		Synch directory service data
1184	svchost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
1184	svchost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
1184	svchost.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
1184	svchost.exe	30	SeCreateGlobalPrivilege	Default	Create global objects
1184	svchost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
1184	svchost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
1184	svchost.exe	33	SeIncreaseWorkingSetPrivilege	Default	Allocate more memory for user applications
1184	svchost.exe	34	SeTimeZonePrivilege	Default	Adjust the time zone of the computer's internal clock
1184	svchost.exe	35	SeCreateSymbolicLinkPrivilege	Default	Required to create a symbolic link
1184	svchost.exe	36	SeDelegateSessionUserImpersonatePrivilege	Default	Obtain an impersonation token for another user in the same session.
5144	CrossDeviceRes	2	SeCreateTokenPrivilege		Create a token object
5144	CrossDeviceRes	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
5144	CrossDeviceRes	4	SeLockMemoryPrivilege		Lock pages in memory
5144	CrossDeviceRes	5	SeIncreaseQuotaPrivilege		Increase quotas
5144	CrossDeviceRes	6	SeMachineAccountPrivilege		Add workstations to the domain
5144	CrossDeviceRes	7	SeTcbPrivilege		Act as part of the operating system
5144	CrossDeviceRes	8	SeSecurityPrivilege		Manage auditing and security log
5144	CrossDeviceRes	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
5144	CrossDeviceRes	10	SeLoadDriverPrivilege		Load and unload device drivers
5144	CrossDeviceRes	11	SeSystemProfilePrivilege		Profile system performance
5144	CrossDeviceRes	12	SeSystemtimePrivilege		Change the system time
5144	CrossDeviceRes	13	SeProfileSingleProcessPrivilege		Profile a single process
5144	CrossDeviceRes	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
5144	CrossDeviceRes	15	SeCreatePagefilePrivilege		Create a pagefile
5144	CrossDeviceRes	16	SeCreatePermanentPrivilege		Create permanent shared objects
5144	CrossDeviceRes	17	SeBackupPrivilege		Backup files and directories
5144	CrossDeviceRes	18	SeRestorePrivilege		Restore files and directories
5144	CrossDeviceRes	19	SeShutdownPrivilege	Present	Shut down the system
5144	CrossDeviceRes	20	SeDebugPrivilege		Debug programs
5144	CrossDeviceRes	21	SeAuditPrivilege		Generate security audits
5144	CrossDeviceRes	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
5144	CrossDeviceRes	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
5144	CrossDeviceRes	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
5144	CrossDeviceRes	25	SeUndockPrivilege	Present	Remove computer from docking station
