Volatility 3 Framework 2.28.1

PID	Process	Value	Privilege	Attributes	Description
69388	svchost.exe	15	SeCreatePagefilePrivilege		Create a pagefile
69388	svchost.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
69388	svchost.exe	17	SeBackupPrivilege		Backup files and directories
69388	svchost.exe	18	SeRestorePrivilege		Restore files and directories
69388	svchost.exe	19	SeShutdownPrivilege	Present	Shut down the system
69388	svchost.exe	20	SeDebugPrivilege		Debug programs
69388	svchost.exe	21	SeAuditPrivilege	Present,Enabled	Generate security audits
69388	svchost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
69388	svchost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
69388	svchost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
69388	svchost.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
69388	svchost.exe	26	SeSyncAgentPrivilege		Synch directory service data
69388	svchost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
69388	svchost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
69388	svchost.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
69388	svchost.exe	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
69388	svchost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
69388	svchost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
69388	svchost.exe	33	SeIncreaseWorkingSetPrivilege	Present	Allocate more memory for user applications
69388	svchost.exe	34	SeTimeZonePrivilege	Present	Adjust the time zone of the computer's internal clock
69388	svchost.exe	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
69388	svchost.exe	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
72152	svchost.exe	2	SeCreateTokenPrivilege		Create a token object
72152	svchost.exe	3	SeAssignPrimaryTokenPrivilege	Present	Replace a process-level token
72152	svchost.exe	4	SeLockMemoryPrivilege		Lock pages in memory
72152	svchost.exe	5	SeIncreaseQuotaPrivilege	Present	Increase quotas
72152	svchost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
72152	svchost.exe	7	SeTcbPrivilege		Act as part of the operating system
72152	svchost.exe	8	SeSecurityPrivilege		Manage auditing and security log
72152	svchost.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
72152	svchost.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
72152	svchost.exe	11	SeSystemProfilePrivilege		Profile system performance
72152	svchost.exe	12	SeSystemtimePrivilege		Change the system time
72152	svchost.exe	13	SeProfileSingleProcessPrivilege		Profile a single process
72152	svchost.exe	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
72152	svchost.exe	15	SeCreatePagefilePrivilege		Create a pagefile
72152	svchost.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
72152	svchost.exe	17	SeBackupPrivilege		Backup files and directories
72152	svchost.exe	18	SeRestorePrivilege		Restore files and directories
72152	svchost.exe	19	SeShutdownPrivilege	Present	Shut down the system
72152	svchost.exe	20	SeDebugPrivilege		Debug programs
72152	svchost.exe	21	SeAuditPrivilege	Present,Enabled	Generate security audits
72152	svchost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
72152	svchost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
72152	svchost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
72152	svchost.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
72152	svchost.exe	26	SeSyncAgentPrivilege		Synch directory service data
72152	svchost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
72152	svchost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
72152	svchost.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
72152	svchost.exe	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
72152	svchost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
72152	svchost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
72152	svchost.exe	33	SeIncreaseWorkingSetPrivilege	Present	Allocate more memory for user applications
72152	svchost.exe	34	SeTimeZonePrivilege	Present	Adjust the time zone of the computer's internal clock
72152	svchost.exe	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
72152	svchost.exe	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
69928	svchost.exe	2	SeCreateTokenPrivilege		Create a token object
69928	svchost.exe	3	SeAssignPrimaryTokenPrivilege	Present	Replace a process-level token
69928	svchost.exe	4	SeLockMemoryPrivilege		Lock pages in memory
69928	svchost.exe	5	SeIncreaseQuotaPrivilege	Present	Increase quotas
69928	svchost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
69928	svchost.exe	7	SeTcbPrivilege		Act as part of the operating system
69928	svchost.exe	8	SeSecurityPrivilege		Manage auditing and security log
69928	svchost.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
69928	svchost.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
69928	svchost.exe	11	SeSystemProfilePrivilege		Profile system performance
69928	svchost.exe	12	SeSystemtimePrivilege		Change the system time
69928	svchost.exe	13	SeProfileSingleProcessPrivilege		Profile a single process
69928	svchost.exe	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
69928	svchost.exe	15	SeCreatePagefilePrivilege		Create a pagefile
69928	svchost.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
69928	svchost.exe	17	SeBackupPrivilege		Backup files and directories
69928	svchost.exe	18	SeRestorePrivilege		Restore files and directories
69928	svchost.exe	19	SeShutdownPrivilege	Present	Shut down the system
69928	svchost.exe	20	SeDebugPrivilege		Debug programs
69928	svchost.exe	21	SeAuditPrivilege	Present,Enabled	Generate security audits
69928	svchost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
69928	svchost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
69928	svchost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
69928	svchost.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
69928	svchost.exe	26	SeSyncAgentPrivilege		Synch directory service data
69928	svchost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
69928	svchost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
69928	svchost.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
69928	svchost.exe	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
69928	svchost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
69928	svchost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
69928	svchost.exe	33	SeIncreaseWorkingSetPrivilege	Present	Allocate more memory for user applications
69928	svchost.exe	34	SeTimeZonePrivilege	Present	Adjust the time zone of the computer's internal clock
69928	svchost.exe	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
69928	svchost.exe	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
73440	svchost.exe	2	SeCreateTokenPrivilege		Create a token object
73440	svchost.exe	3	SeAssignPrimaryTokenPrivilege	Present	Replace a process-level token
73440	svchost.exe	4	SeLockMemoryPrivilege		Lock pages in memory
73440	svchost.exe	5	SeIncreaseQuotaPrivilege	Present	Increase quotas
73440	svchost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
73440	svchost.exe	7	SeTcbPrivilege		Act as part of the operating system
73440	svchost.exe	8	SeSecurityPrivilege		Manage auditing and security log
73440	svchost.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
73440	svchost.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
73440	svchost.exe	11	SeSystemProfilePrivilege		Profile system performance
73440	svchost.exe	12	SeSystemtimePrivilege		Change the system time
73440	svchost.exe	13	SeProfileSingleProcessPrivilege		Profile a single process
73440	svchost.exe	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
73440	svchost.exe	15	SeCreatePagefilePrivilege		Create a pagefile
73440	svchost.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
73440	svchost.exe	17	SeBackupPrivilege		Backup files and directories
73440	svchost.exe	18	SeRestorePrivilege		Restore files and directories
73440	svchost.exe	19	SeShutdownPrivilege	Present	Shut down the system
73440	svchost.exe	20	SeDebugPrivilege		Debug programs
73440	svchost.exe	21	SeAuditPrivilege	Present,Enabled	Generate security audits
73440	svchost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
73440	svchost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
73440	svchost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
73440	svchost.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
73440	svchost.exe	26	SeSyncAgentPrivilege		Synch directory service data
73440	svchost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
73440	svchost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
73440	svchost.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
73440	svchost.exe	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
73440	svchost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
73440	svchost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
73440	svchost.exe	33	SeIncreaseWorkingSetPrivilege	Present	Allocate more memory for user applications
73440	svchost.exe	34	SeTimeZonePrivilege	Present	Adjust the time zone of the computer's internal clock
73440	svchost.exe	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
73440	svchost.exe	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
75496	svchost.exe	2	SeCreateTokenPrivilege		Create a token object
75496	svchost.exe	3	SeAssignPrimaryTokenPrivilege	Present	Replace a process-level token
75496	svchost.exe	4	SeLockMemoryPrivilege		Lock pages in memory
75496	svchost.exe	5	SeIncreaseQuotaPrivilege	Present	Increase quotas
75496	svchost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
75496	svchost.exe	7	SeTcbPrivilege		Act as part of the operating system
75496	svchost.exe	8	SeSecurityPrivilege		Manage auditing and security log
75496	svchost.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
75496	svchost.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
75496	svchost.exe	11	SeSystemProfilePrivilege		Profile system performance
75496	svchost.exe	12	SeSystemtimePrivilege		Change the system time
75496	svchost.exe	13	SeProfileSingleProcessPrivilege		Profile a single process
75496	svchost.exe	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
75496	svchost.exe	15	SeCreatePagefilePrivilege		Create a pagefile
75496	svchost.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
75496	svchost.exe	17	SeBackupPrivilege		Backup files and directories
75496	svchost.exe	18	SeRestorePrivilege		Restore files and directories
75496	svchost.exe	19	SeShutdownPrivilege	Present	Shut down the system
75496	svchost.exe	20	SeDebugPrivilege		Debug programs
75496	svchost.exe	21	SeAuditPrivilege	Present,Enabled	Generate security audits
75496	svchost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
75496	svchost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
75496	svchost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
75496	svchost.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
75496	svchost.exe	26	SeSyncAgentPrivilege		Synch directory service data
75496	svchost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
75496	svchost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
75496	svchost.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
75496	svchost.exe	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
75496	svchost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
75496	svchost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
75496	svchost.exe	33	SeIncreaseWorkingSetPrivilege	Present	Allocate more memory for user applications
75496	svchost.exe	34	SeTimeZonePrivilege	Present	Adjust the time zone of the computer's internal clock
75496	svchost.exe	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
75496	svchost.exe	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
78212	svchost.exe	2	SeCreateTokenPrivilege		Create a token object
78212	svchost.exe	3	SeAssignPrimaryTokenPrivilege	Present	Replace a process-level token
78212	svchost.exe	4	SeLockMemoryPrivilege		Lock pages in memory
78212	svchost.exe	5	SeIncreaseQuotaPrivilege	Present	Increase quotas
78212	svchost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
78212	svchost.exe	7	SeTcbPrivilege		Act as part of the operating system
78212	svchost.exe	8	SeSecurityPrivilege		Manage auditing and security log
78212	svchost.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
78212	svchost.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
78212	svchost.exe	11	SeSystemProfilePrivilege		Profile system performance
78212	svchost.exe	12	SeSystemtimePrivilege		Change the system time
78212	svchost.exe	13	SeProfileSingleProcessPrivilege		Profile a single process
78212	svchost.exe	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
78212	svchost.exe	15	SeCreatePagefilePrivilege		Create a pagefile
78212	svchost.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
78212	svchost.exe	17	SeBackupPrivilege		Backup files and directories
78212	svchost.exe	18	SeRestorePrivilege		Restore files and directories
78212	svchost.exe	19	SeShutdownPrivilege	Present	Shut down the system
78212	svchost.exe	20	SeDebugPrivilege		Debug programs
78212	svchost.exe	21	SeAuditPrivilege	Present,Enabled	Generate security audits
78212	svchost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
78212	svchost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
78212	svchost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
78212	svchost.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
78212	svchost.exe	26	SeSyncAgentPrivilege		Synch directory service data
78212	svchost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
78212	svchost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
78212	svchost.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
78212	svchost.exe	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
78212	svchost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
78212	svchost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
78212	svchost.exe	33	SeIncreaseWorkingSetPrivilege	Present	Allocate more memory for user applications
78212	svchost.exe	34	SeTimeZonePrivilege	Present	Adjust the time zone of the computer's internal clock
78212	svchost.exe	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
78212	svchost.exe	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
78828	svchost.exe	2	SeCreateTokenPrivilege		Create a token object
78828	svchost.exe	3	SeAssignPrimaryTokenPrivilege	Present	Replace a process-level token
78828	svchost.exe	4	SeLockMemoryPrivilege		Lock pages in memory
78828	svchost.exe	5	SeIncreaseQuotaPrivilege	Present	Increase quotas
78828	svchost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
78828	svchost.exe	7	SeTcbPrivilege		Act as part of the operating system
78828	svchost.exe	8	SeSecurityPrivilege		Manage auditing and security log
78828	svchost.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
78828	svchost.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
78828	svchost.exe	11	SeSystemProfilePrivilege		Profile system performance
78828	svchost.exe	12	SeSystemtimePrivilege		Change the system time
78828	svchost.exe	13	SeProfileSingleProcessPrivilege		Profile a single process
78828	svchost.exe	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
78828	svchost.exe	15	SeCreatePagefilePrivilege		Create a pagefile
78828	svchost.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
78828	svchost.exe	17	SeBackupPrivilege		Backup files and directories
78828	svchost.exe	18	SeRestorePrivilege		Restore files and directories
78828	svchost.exe	19	SeShutdownPrivilege	Present	Shut down the system
78828	svchost.exe	20	SeDebugPrivilege		Debug programs
78828	svchost.exe	21	SeAuditPrivilege	Present,Enabled	Generate security audits
78828	svchost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
78828	svchost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
78828	svchost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
78828	svchost.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
78828	svchost.exe	26	SeSyncAgentPrivilege		Synch directory service data
78828	svchost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
78828	svchost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
78828	svchost.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
78828	svchost.exe	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
78828	svchost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
78828	svchost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
78828	svchost.exe	33	SeIncreaseWorkingSetPrivilege	Present	Allocate more memory for user applications
78828	svchost.exe	34	SeTimeZonePrivilege	Present	Adjust the time zone of the computer's internal clock
78828	svchost.exe	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
78828	svchost.exe	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
79692	svchost.exe	2	SeCreateTokenPrivilege		Create a token object
79692	svchost.exe	3	SeAssignPrimaryTokenPrivilege	Present	Replace a process-level token
79692	svchost.exe	4	SeLockMemoryPrivilege		Lock pages in memory
79692	svchost.exe	5	SeIncreaseQuotaPrivilege	Present	Increase quotas
79692	svchost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
79692	svchost.exe	7	SeTcbPrivilege		Act as part of the operating system
79692	svchost.exe	8	SeSecurityPrivilege		Manage auditing and security log
79692	svchost.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
79692	svchost.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
79692	svchost.exe	11	SeSystemProfilePrivilege		Profile system performance
79692	svchost.exe	12	SeSystemtimePrivilege		Change the system time
79692	svchost.exe	13	SeProfileSingleProcessPrivilege		Profile a single process
79692	svchost.exe	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
79692	svchost.exe	15	SeCreatePagefilePrivilege		Create a pagefile
79692	svchost.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
79692	svchost.exe	17	SeBackupPrivilege		Backup files and directories
79692	svchost.exe	18	SeRestorePrivilege		Restore files and directories
79692	svchost.exe	19	SeShutdownPrivilege	Present	Shut down the system
79692	svchost.exe	20	SeDebugPrivilege		Debug programs
79692	svchost.exe	21	SeAuditPrivilege	Present,Enabled	Generate security audits
79692	svchost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
79692	svchost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
79692	svchost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
79692	svchost.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
79692	svchost.exe	26	SeSyncAgentPrivilege		Synch directory service data
79692	svchost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
79692	svchost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
79692	svchost.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
79692	svchost.exe	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
79692	svchost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
79692	svchost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
79692	svchost.exe	33	SeIncreaseWorkingSetPrivilege	Present	Allocate more memory for user applications
79692	svchost.exe	34	SeTimeZonePrivilege	Present	Adjust the time zone of the computer's internal clock
79692	svchost.exe	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
79692	svchost.exe	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
81424	svchost.exe	2	SeCreateTokenPrivilege		Create a token object
81424	svchost.exe	3	SeAssignPrimaryTokenPrivilege	Present	Replace a process-level token
81424	svchost.exe	4	SeLockMemoryPrivilege		Lock pages in memory
81424	svchost.exe	5	SeIncreaseQuotaPrivilege	Present	Increase quotas
81424	svchost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
81424	svchost.exe	7	SeTcbPrivilege		Act as part of the operating system
81424	svchost.exe	8	SeSecurityPrivilege		Manage auditing and security log
81424	svchost.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
81424	svchost.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
81424	svchost.exe	11	SeSystemProfilePrivilege		Profile system performance
81424	svchost.exe	12	SeSystemtimePrivilege		Change the system time
81424	svchost.exe	13	SeProfileSingleProcessPrivilege		Profile a single process
81424	svchost.exe	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
81424	svchost.exe	15	SeCreatePagefilePrivilege		Create a pagefile
81424	svchost.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
81424	svchost.exe	17	SeBackupPrivilege		Backup files and directories
81424	svchost.exe	18	SeRestorePrivilege		Restore files and directories
81424	svchost.exe	19	SeShutdownPrivilege	Present	Shut down the system
81424	svchost.exe	20	SeDebugPrivilege		Debug programs
81424	svchost.exe	21	SeAuditPrivilege	Present,Enabled	Generate security audits
81424	svchost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
81424	svchost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
81424	svchost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
81424	svchost.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
81424	svchost.exe	26	SeSyncAgentPrivilege		Synch directory service data
81424	svchost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
81424	svchost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
81424	svchost.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
81424	svchost.exe	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
81424	svchost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
81424	svchost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
81424	svchost.exe	33	SeIncreaseWorkingSetPrivilege	Present	Allocate more memory for user applications
81424	svchost.exe	34	SeTimeZonePrivilege	Present	Adjust the time zone of the computer's internal clock
81424	svchost.exe	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
81424	svchost.exe	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
83792	svchost.exe	2	SeCreateTokenPrivilege		Create a token object
83792	svchost.exe	3	SeAssignPrimaryTokenPrivilege	Present	Replace a process-level token
83792	svchost.exe	4	SeLockMemoryPrivilege		Lock pages in memory
83792	svchost.exe	5	SeIncreaseQuotaPrivilege	Present	Increase quotas
83792	svchost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
83792	svchost.exe	7	SeTcbPrivilege		Act as part of the operating system
83792	svchost.exe	8	SeSecurityPrivilege		Manage auditing and security log
83792	svchost.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
83792	svchost.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
83792	svchost.exe	11	SeSystemProfilePrivilege		Profile system performance
83792	svchost.exe	12	SeSystemtimePrivilege		Change the system time
83792	svchost.exe	13	SeProfileSingleProcessPrivilege		Profile a single process
83792	svchost.exe	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
83792	svchost.exe	15	SeCreatePagefilePrivilege		Create a pagefile
83792	svchost.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
83792	svchost.exe	17	SeBackupPrivilege		Backup files and directories
83792	svchost.exe	18	SeRestorePrivilege		Restore files and directories
83792	svchost.exe	19	SeShutdownPrivilege	Present	Shut down the system
83792	svchost.exe	20	SeDebugPrivilege		Debug programs
83792	svchost.exe	21	SeAuditPrivilege	Present,Enabled	Generate security audits
83792	svchost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
83792	svchost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
83792	svchost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
83792	svchost.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
83792	svchost.exe	26	SeSyncAgentPrivilege		Synch directory service data
83792	svchost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
83792	svchost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
83792	svchost.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
83792	svchost.exe	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
83792	svchost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
83792	svchost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
83792	svchost.exe	33	SeIncreaseWorkingSetPrivilege	Present	Allocate more memory for user applications
83792	svchost.exe	34	SeTimeZonePrivilege	Present	Adjust the time zone of the computer's internal clock
83792	svchost.exe	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
83792	svchost.exe	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
84932	svchost.exe	2	SeCreateTokenPrivilege		Create a token object
84932	svchost.exe	3	SeAssignPrimaryTokenPrivilege	Present	Replace a process-level token
84932	svchost.exe	4	SeLockMemoryPrivilege		Lock pages in memory
84932	svchost.exe	5	SeIncreaseQuotaPrivilege	Present	Increase quotas
84932	svchost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
84932	svchost.exe	7	SeTcbPrivilege		Act as part of the operating system
84932	svchost.exe	8	SeSecurityPrivilege		Manage auditing and security log
84932	svchost.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
84932	svchost.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
84932	svchost.exe	11	SeSystemProfilePrivilege		Profile system performance
84932	svchost.exe	12	SeSystemtimePrivilege		Change the system time
84932	svchost.exe	13	SeProfileSingleProcessPrivilege		Profile a single process
84932	svchost.exe	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
84932	svchost.exe	15	SeCreatePagefilePrivilege		Create a pagefile
84932	svchost.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
84932	svchost.exe	17	SeBackupPrivilege		Backup files and directories
84932	svchost.exe	18	SeRestorePrivilege		Restore files and directories
84932	svchost.exe	19	SeShutdownPrivilege	Present	Shut down the system
84932	svchost.exe	20	SeDebugPrivilege		Debug programs
84932	svchost.exe	21	SeAuditPrivilege	Present,Enabled	Generate security audits
84932	svchost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
84932	svchost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
84932	svchost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
84932	svchost.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
84932	svchost.exe	26	SeSyncAgentPrivilege		Synch directory service data
